LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal
LRP039,39.247,Km Post,Nendail 2 km Nendail Juncfom 8 km,24.5763049,90.6684716
LRP039a,39.534,Culvert,Box Culvert,24.5754993,90.6711382
LRP039b,39.771,Culvert,Box Culvert,24.5748327,90.6733882
LRP039c,40.05,Culvert,Box Culvert,24.5740549,90.6759438
LRP040,40.25,Km Post,Kishoreganj 23 km,24.5734716,90.6778049
LRP040a,40.448,Culvert,Box Culvert,24.5729438,90.6796938
LRP040b,41.076,Culvert,Box Culvert,24.5711938,90.6712771
LRP041,41.249,Km Post,Nendail 3 km Kishoreganj 22 km,24.5710827,90.6872219
LRP041a,41.46,Bridge,Bridge start,24.5718049,90.689083
LRP041b,41.539,Bridge,Bridge end,24.5718327,90.6898608
LRP042,42.247,Km Post,Nendail chow 5 km Kishoreganj 21 km,24.5760827,90.6939163
LRP042a,42.387,Culvert,Box Culvert,24.576166,90.695333
LRP042b,42.758,Culvert,Box Culvert,24.5755549,90.6988052
LRP042c,43.001,Culvert,Box Culvert,24.5748049,90.701
LRP043,43.261,Km Post,Nendail Juncfom 4 km Kishoreganj 20 km,24.5740271,90.7033333
LRP043a,43.297,Culvert,Box Culvert,24.5739716,90.7036389
LRP043b,43.997,Bridge,Bridge start,24.5731938,90.7104722
LRP043c,44.007,Bridge,Bridge end,24.5731938,90.7105556
LRP044,44.265,Km Post,Nendail chow 3 km,24.5729993,90.7130833
LRP044a,44.622,Culvert,Box Culvert,24.5727493,90.7165833
LRP045,45.267,Km Post,Kishoreganj 18 km,24.5726104,90.7228882
LRP045a,45.292,Culvert,Box Culvert,24.5726382,90.7231382
LRP045b,45.568,Culvert,Box Culvert,24.5729993,90.7258049
LRP045c,46.052,Culvert,Box Culvert,24.5736382,90.7304716
LRP046,46.273,Km Post,Nendail chow 1 km Kishoreganj 17 km,24.5742493,90.7325827
LRP046a,46.648,Culvert,Box Culvert,24.5753049,90.7361108
LRP046b,47.045,"Side Road, Left",Road to Athera bazar (Z 3608) Kendua,24.5765827,90.7396108
LRP046c,47.075,"Side Road, Left",Road to Tarail (Z 3607),24.5765549,90.7399163
LRP047,47.378,Km Post,Kishoreganj 16 km Bhairab 68 km,24.5741938,90.7407774
LRP047a,47.631,Culvert,Box Culvert,24.5721104,90.7417497
LRP047b,47.838,Culvert,Box Culvert,24.5703327,90.7422497
LRP047c,47.952,Culvert,Box Culvert,24.5693327,90.7423886
LRP048,48.168,Km Post,Kishoreganj 15 km Bhairab 67 km,24.5674438,90.7426941
LRP048a,48.19,Culvert,Box culvert,24.5672771,90.7427219
LRP048b,48.335,Culvert,Box Culvert,24.566,90.7428886
LRP048c,48.485,Culvert,Box Culvert,24.5646944,90.7429997
LRP048d,48.881,Culvert,Box Culvert,24.5611667,90.7432219
LRP048e,49.127,Culvert,Box Culvert,24.5589722,90.7433608
LRP049,49.148,Km Post,Kishoreganj 14 km Bhairab 66 km,24.5588056,90.743333
LRP049a,49.699,Culvert,Box Culvert,24.5538889,90.7436386
LRP049b,50.119,Culvert,Box Culvert,24.5501389,90.7438886
LRP050,50.15,Km Post,Kishoreganj 13 km Bhairab 65 km,24.5498886,90.7438886
LRP050a,50.425,Culvert,Box Culvert,24.5474997,90.7443608
LRP051,51.113,Km Post,Kishoreganj 12 km bhairab 64 km,24.5418886,90.7471108
LRP051a,52.082,Culvert,Box Culvert,24.5339163,90.7509167
LRP052,52.132,Km Post,Kishoreganj 11 km Bhairab 66 km,24.5335274,90.7511111
LRP052a,52.247,Bridge,Bridge start,24.5325549,90.7515833
LRP052b,52.31,Bridge,Bridge end,24.5320549,90.75175
LRP052c,52.706,Culvert,Box Culvert,24.528666,90.7521944
LRP052d,52.974,Culvert,Box Culvert,24.5263327,90.7518889
LRP052e,53.152,Culvert,Box Culvert,24.5247493,90.7516667
LRP053,53.182,Km Post,Kishoreganj 10 km Bhairab 62 km,24.5244716,90.7516667
LRP053a,53.549,Culvert,Box Culvert,24.5212493,90.7512778
LRP053b,54.01,Culvert,Box Culvert,24.5171938,90.7507778
LRP054,54.224,Km Post,Kishoreganj 9 km Bhairab 61 km,24.5153611,90.7505556
LRP054a,54.657,Culvert,Box Culvert,24.5116111,90.7514444
LRP055,55.239,Km Post,Kishoreganj 8 km Bhairab 60 km,24.5065833,90.75275
LRP056,56.258,Km Post,Kishoreganj 7 km,24.4981386,90.7565
LRP056a,56.658,Culvert,Box Culvert,24.4948608,90.7580833
LRP057,57.242,Km Post,Kishoreganj 06 km Bhairab 58 km,24.490083,90.7604444
LRP057a,57.465,Culvert,Box Culvert,24.4883608,90.7613333
LRP057b,58.106,Culvert,Box Culvert,24.4832771,90.7641389
LRP058,58.266,Km Post,Kishoreganj 5 km Bhairab 57 km,24.481916,90.7646667
LRP058a,58.333,Culvert,Box Culvert,24.481416,90.7649444
LRP058b,58.701,Culvert,Box Culvert,24.4783882,90.7663889
LRP058c,59.22,Culvert,Box Culvert,24.4741382,90.7518056
LRP059,59.277,Km Post,Kishoreganj 4 km Bhairab 56 km,24.4736938,90.7687216
LRP059a,59.872,"Turn off, Right","R364, Battoli- Kishoreganj road",24.4688049,90.7711382
LRP059b,59.962,Culvert,Box Culvert,24.4681938,90.7705271
LRP060,60.277,Km Post,Km post missing,24.4658333,90.7687771
LRP061,61.277,Km Post,Km post missing,24.4585833,90.7632222
LRP061a,61.621,Culvert,Box Culvert,24.4560556,90.7612778
LRP062,62.277,Km Post,Km post missing,24.4512778,90.7574722
LRP063,62.889,Km Post,Bhairab 53 km,24.4469719,90.7537778
LRP063a,63.86,Bridge,Bridge start,24.4399719,90.7489441
LRP064,63.889,Km Post,Km post missing,24.4397219,90.7489441
LRP064a,63.899,Bridge,Bridge end,24.4396386,90.7489719
LRP065,64.909,Km Post,Bhairab bazar 51 km,24.430666,90.748083
LRP065a,65.067,Cross Road,"Z3604, Kishoreganj- Hossainpur road",24.4293049,90.7480274
LRP065b,65.367,Culvert,Box Culvert,24.4266382,90.7478052
LRP065c,65.779,Culvert,Box Culvert,24.4229993,90.7475552
LRP066,65.909,Km Post,Km post missing,24.4218049,90.7474441
LRP066a,66.529,Culvert,Box Culvert,24.4162222,90.747583
LRP067,66.931,Km Post,Bhairab 49 km,24.4125556,90.7476941
LRP068,67.93,Km Post,Bhairab bazar 48 km Kotiadi 18 km,24.4038056,90.7491108
LRP068a,67.94,Culvert,Box Culvert,24.40375,90.7491663
LRP068b,68.375,Cross Road,"Z3616, Motkhola- Kishoreganj road",24.4004167,90.7513611
LRP068c,68.525,Culvert,Box Culvert,24.3992497,90.7520556
LRP069,68.93,Km Post,Km post missing,24.3960552,90.7539167
LRP070,69.93,Km Post,Km post missing,24.3884163,90.7590278
LRP070a,69.939,Culvert,Box Culvert,24.388333,90.7590833
LRP070b,70.348,Culvert,Box Culvert,24.3823049,90.7600556
LRP071,70.986,Km Post,Bhairab bazar 45 km,24.3793049,90.7595
LRP071a,71.702,Culvert,Box Culvert,24.3730549,90.7584167
LRP072,72.0,Km Post,Info missing,24.3703604,90.7580278
LRP072a,72.507,Culvert,Box Culvert,24.3657778,90.7575833
LRP073,73.0,Km Post,Km post missing,24.3613889,90.7573056
LRP073a,73.497,Culvert,Box Culvert,24.3571111,90.7559167
LRP074,74.0,Km Post,Km post missing,24.3528333,90.7546111
LRP074a,74.43,Bridge,Bridge start,24.3489997,90.7544444
LRP074b,74.466,Bridge,Bridge end,24.3486941,90.7545
LRP075,75.0,Km Post,Km post missing,24.3442497,90.7563889
LRP075a,75.263,Culvert,Box Culvert,24.342083,90.7566944
LRP075b,75.561,Culvert,Box Culvert,24.3394997,90.7574444
LRP076,76.086,Km Post,Kotiadi 09 km Bhairab bazar 39 km,24.3348608,90.7565556
LRP076a,77.197,Culvert,Box Culvert,24.3267771,90.7624722
LRP077,77.233,Km Post,Bhairab 38 km,24.3266104,90.76275
LRP077a,77.588,Culvert,Box Culvert,24.3243327,90.7651944
LRP078,78.132,Km Post,Bhairab 37 km Kotiadi 7 km,24.3199716,90.767416
LRP079,79.101,Km Post,Info missing,24.3114722,90.7690549
LRP079a,79.507,Culvert,Box Culvert,24.3078889,90.7690827
LRP080,80.139,Km Post,Bhairab 36 km,24.3024444,90.7706104
LRP080a,80.434,Culvert,Box Culvert,24.2998886,90.7713327
LRP081,81.182,Km Post,Info missing,24.2933608,90.7730827
LRP081a,81.702,Culvert,Box Culvert,24.2888886,90.7745549
LRP082,82.147,Km Post,Bhairab 34 km,24.285333,90.7765549
LRP082a,82.808,Culvert,Box Culvert,24.280166,90.7797216
LRP083,83.129,Km Post,Bhairab 33 km,24.2776104,90.7811382
LRP083a,83.841,Culvert,Box Culvert,24.2717216,90.7835552
LRP084,84.166,Km Post,Bhairab 32 km,24.2689716,90.7846108
LRP085,85.164,Km Post,Bhairab 31 km Kotiadi 1 km,24.2619167,90.7906108
LRP085a,85.308,Culvert,Box Culvert,24.2608333,90.7914163
LRP086,86.169,Km Post,Bhairab 30 km,24.2539167,90.794583
LRP086a,86.451,"Side Road, Right","R211, Itakhola- Katiadi road",24.2523333,90.7967219
LRP087,87.138,Km Post,Bhairab 29 km,24.2487497,90.8021667
LRP088,88.155,Km Post,Bhjairab 28 km,24.245833,90.8114167
LRP089,89.185,Km Post,Bhairab 27 km,24.2423052,90.8207771
LRP089a,89.826,"Side Road, Left","Z3601, Katiadi- Ujanchar road",24.2386663,90.8255827
LRP090,90.155,Km Post,Bhairab 26 km,24.2369163,90.828166
LRP091,91.156,Km Post,Bhairab 25 km,24.2304716,90.835083
LRP092,92.156,Km Post,Post found from exists,24.2243049,90.8422219
LRP093,93.146,Km Post,Info missing,24.2173604,90.8483052
LRP094,94.148,Km Post,Bhairab 22 km,24.2102778,90.8544444
LRP095,95.159,Km Post,Bhairab 21km,24.2022778,90.8624444
LRP096,96.183,Km Post,Bhairab 20 km,24.1977774,90.8685271
LRP097,97.158,Km Post,Bhairab 19 km,24.1900274,90.8730271
LRP097a,97.387,Culvert,Box Culvert,24.1881386,90.8738604
LRP097b,97.863,"Side Road, Right","R212, Akdaria- Agarpur road",24.1842219,90.8757493
LRP098,98.164,Km Post,Bhairab 18 km,24.1817216,90.8768882
LRP099,99.178,Km Post,Bhairab 17 km,24.1734438,90.8808327
LRP100,100.173,Km Post,Bhairab 16 km,24.1673049,90.8879441
LRP100a,100.301,Culvert,Box Culvert,24.1665556,90.8888608
LRP101,101.158,Km Post,Bhairab 15 km,24.1609444,90.8946386
LRP101a,101.237,Culvert,Box Culvert,24.1603889,90.8951663
LRP101b,101.328,"Side Road, Left","Z3609, Bojra- Kuliarchar Road",24.1597778,90.8957497
LRP101c,102.091,Culvert,Box Culvert,24.1545,90.9005
LRP102,102.176,Km Post,Bhairab 14 km,24.1539167,90.9009722
LRP103,103.213,Km Post,Bhairab 13 km,24.1465274,90.9071389
LRP103a,103.342,Bridge,Ganakkhat Bridge,24.145583,90.90775
LRP103b,103.392,Bridge,Bridge end,24.1452497,90.9079722
LRP104,104.213,Km Post,Km post missing,24.1388608,90.9118056
LRP104a,104.866,Culvert,Box Culvert,24.1330549,90.9126111
LRP105,105.229,Km Post,Bhairab 11 km,24.1298604,90.9130278
LRP105a,105.603,Culvert,Box Culvert,24.1265271,90.9135278
LRP106,106.219,Km Post,Bhairab 10 km,24.121166,90.9147778
LRP106a,106.785,Bridge,Bridge start,24.1165,90.9167771
LRP106b,106.818,Bridge,Bridge end,24.1163056,90.9169993
LRP107,107.256,Km Post,Bhairab 9 km,24.113,90.9192771
LRP107a,107.608,Culvert,Box Culvert,24.1103889,90.9212216
LRP107b,108.058,Culvert,Box Culvert,24.1071389,90.9238327
LRP108,108.252,Km Post,Bhairab 8 km,24.1002222,90.924916
LRP108a,108.408,Culvert,Box Culvert,24.1047222,90.9258604
LRP109,109.252,Km Post,Km post missing,24.0986663,90.9308049
LRP109a,109.292,Bridge,Bridge start,24.098333,90.930916
LRP109b,109.32,Bridge,Bridge end,24.0981386,90.9310549
LRP109c,109.958,Bridge,Bridge start,24.0937497,90.935083
LRP109d,109.971,Bridge,Bridge end,24.0936663,90.9351663
LRP110,110.271,Km Post,Bhairab 6 km,24.091833,90.9372497
LRP110a,110.595,Culvert,Box Culvert,24.0901386,90.9397497
LRP111,111.284,Km Post,Bhairab 5 km,24.0866663,90.9452774
LRP111a,112.003,Bridge,Bridge start,24.0826382,90.9506667
LRP111b,112.041,Bridge,Bridge end,24.0824438,90.9509722
LRP112,112.328,Km Post,Bhairab 4 km,24.0810827,90.9531944
LRP112a,113.136,Culvert,Box Culvert,24.0765827,90.9595556
LRP113,113.341,Km Post,Bhairab 3 km,24.0754993,90.9610556
LRP113a,113.459,Rail Road Crossing,Rail Road Crossing,24.0748327,90.9618889
LRP113b,114.167,"Side Road, Left","Z3605, Bhairab- Mendhipur road",24.0667216,90.9675549
LRP113c,114.263,Culvert,Box Culvert,24.0707216,90.9683882
LRP114,114.353,Km Post,Bhairab 2 km,24.0702493,90.9691104
LRP114a,114.99,Culvert,Box Culvert,24.0671382,90.9743882
LRP115,115.353,Km Post,Km post missing,24.0653889,90.9773882
LRP115a,115.356,Culvert,Box Culvert,24.0653889,90.9765549
LRP115b,115.784,Culvert,Box Culvert,24.0623889,90.9799993
LRP116,116.353,Km Post,Km post missing,24.0570278,90.9819438
LRPE,116.385,Others,"End of Road of Durjoy more Bhairab interseting N2, Dhaka- Sylhet - Jaflong road",24.05525,90.9830271
,,,,,
,,,,,
LRPS,0.0,Others,Start of road from R360 at Battoli,24.4688327,90.7711382
LRPSa,0.104,Culvert,Box Culvert,24.4679993,90.7714716
LRP001,0.45,Km Post,Kishoreganj 2 km,24.4651667,90.7728604
LRP002,1.43,Km Post,Kishoreganj 1 km,24.4576389,90.7759716
LRP003,2.35,Km Post,Kishoreganj 0 km,24.449083,90.7774438
LRPE,3.034,Others,The road ends at kishoreganj town,24.439833,90.7771104
,,,,,
,,,,,
LRPS,0.0,Others,"The road starts from Kacharir more connecting N401, Madhupur- Mymensingh road",24.7636944,90.40625
LRP001,0.986,Km Post,"Netrokona 39 km, Kishoreganj 66 km,Sherpur 71 km,",24.7573611,90.4128611
LRP001a,1.335,Culvert,Box Culvert,24.755,90.4149167
LRP002,2.105,Km Post,"Netrokona 38 km, Kishoreganj 65 km,Sherpur 70 km,",24.7491941,90.418916
LRP002a,2.461,Bridge,Bridge start,24.748083,90.4221382
LRP002b,2.925,Bridge,Bridge end,24.7500556,90.426166
LRP003,3.0,Km Post,Km post missing,24.7503611,90.4267493
LRP004,3.324,Km Post,"Mymensingh 3 km, Dhaka 122 km",24.7516944,90.4296104
LRP005,4.324,Km Post,Km post missing,24.7588056,90.4354997
LRP005a,4.495,Culvert,Box Culvert,24.7600556,90.4363886
LRP005b,4.99,Bridge,Bridge start,24.7605833,90.4405274
LRP005c,5.044,Bridge,Bridge end,24.7605,90.4409997
LRP006,5.069,Km Post,"Netrokona 35 km, Kishoreganj 62 km,Sherpur 67 km,",24.7605,90.4411386
LRP007,6.069,Km Post,Km post missing,24.7624722,90.4503056
LRP007a,6.102,"Side Road, Right","R360, Mymensingh (Raghurampur)-Bhairab (Bazar) Road",24.7626111,90.4506111
LRP007b,6.453,"Side Road, Left","R371, Sherpur- Mymensingh (Raghurampur) Road",24.7655278,90.4515833
LRP008,7.154,Km Post,Netrokona 33 km,24.7697493,90.4558889
LRP009,8.157,Km Post,Netrokona 32 km,24.7737771,90.4634167
LRP010,9.171,Km Post,Netrokona 31 km,24.7783604,90.4718604
LRP010a,9.374,Culvert,Pipe Culvert,24.7793049,90.473666
LRP011,10.177,Km Post,Netrokona 30 km,24.7834719,90.4799993
LRP012,11.192,Km Post,Netrokona 29 km,24.7882497,90.4883608
LRP012a,11.37,Culvert,Box Culvert,24.7888886,90.4898886
LRP013,12.187,Km Post,Netrokona 28 km,24.7949163,90.4944163
LRP014,13.196,Km Post,Netrokona 27 km,24.8018056,90.5008333
LRP015,14.115,Km Post,Netrokona 26 km,24.8061667,90.5083889
LRP015a,14.426,Bridge,Bridge Start,24.8074167,90.5110278
LRP015b,14.446,Bridge,Bridge end,24.8075278,90.5111389
LRP016,15.213,Km Post,Netrokona 25 km,24.8123056,90.5165833
LRP016a,16.003,Bridge,Bridge start,24.8162222,90.5229438
LRP016b,16.015,Bridge,Bridge end,24.81625,90.5230827
LRP017,16.21,Km Post,Netrokona 24 km,24.8165278,90.5249993
LRP017a,16.545,Culvert,Pipe Culvert,24.8172771,90.5280271
LRP018,17.216,Km Post,Netrokona 23 km,24.8212216,90.5330271
LRP018a,17.74,Culvert,Box Culvert,24.8243604,90.5361663
LRP019,18.218,Km Post,Netrokona 22 km,24.8277216,90.5398608
LRP019a,18.99,Culvert,Pipe Culvert,24.8315271,90.5454997
LRP020,19.221,Km Post,Netrokona 21 km,24.8328882,90.5479441
LRP020a,19.66,Culvert,Pipe Culvert,24.8351941,90.5514722
LRP021,20.229,Km Post,Netrokona 20 km,24.8381386,90.5559722
LRP022,21.232,Km Post,Netrokona 19 km /Start of Netrokona Road Division,24.8431386,90.5640556
LRP022,21.232,Km Post,Netrokona 19 km /Start of Netrokona Road Division,24.8431386,90.5640556
LRP022a,21.35,Culvert,Pipe Culvert,24.8434163,90.5643889
LRP022b,22.15,Culvert,Box Culvert,24.8448608,90.5717771
LRP023,22.23,Km Post,Netrokona 18 km,24.8449441,90.5736104
LRP023a,22.371,"Side Road, Left","Z3704, Susang Durgapur- Shamganj Road",24.8449997,90.5749993
LRP023b,22.974,Culvert,Box Culvert,24.8437219,90.5794993
LRP023c,23.155,Rail Road Crossing,Rail Road Crossing,24.8435274,90.5822493
LRP024,23.255,Km Post,Netrokona 17 km,24.8440552,90.5830271
LRP025,24.236,Km Post,Netrokona 16 km,24.846333,90.5913886
LRP025a,24.311,Culvert,Pipe Culvert,24.8466386,90.5920274
LRP025b,24.702,Culvert,Box Culvert,24.8475552,90.5944441
LRP026,25.242,Km Post,Netrokona 15 km,24.849333,90.6004167
LRP027,26.258,Km Post,Info Unclear Broken post,24.8531667,90.6079722
LRP027a,26.509,Culvert,Pipe Culvert,24.8530833,90.6104722
LRP027b,27.124,Culvert,Pipe Culvert,24.8524167,90.6163333
LRP028,27.281,Km Post,Netrokona 13 km,24.8523056,90.6178049
LRP028a,27.64,Culvert,Pipe Culvert,24.85175,90.6212216
LRP029,28.286,Km Post,Netrokona 12 km,24.8509722,90.6275827
LRP029a,28.661,Culvert,Pipe Culvert,24.8508056,90.6312493
LRP030,29.287,Km Post,Netrokona 11 km,24.8501944,90.6373886
LRP031,30.294,Km Post,Netrokona 10 km,24.8506389,90.6468052
LRP031a,30.69,Culvert,Box Culvert,24.8520278,90.6491386
LRP031b,30.913,Culvert,Pipe Culvert,24.8524722,90.6525556
LRP031c,31.265,Culvert,Pipe Culvert,24.8525,90.6558056
LRP032,31.295,Km Post,Info missing,24.8525833,90.6559722
LRP032a,32.204,Bridge,Bridge start,24.8561667,90.6640556
LRP032b,32.218,Bridge,Bridge end,24.8562222,90.6641667
LRP033,32.317,Km Post,Netrokona 8 km,24.8567778,90.6649722
LRP033a,32.889,Culvert,Box Culvert,24.8608333,90.6683327
LRP034,33.317,Km Post,Km post missing,24.86375,90.6709993
LRP034a,34.089,Culvert,Box Culvert,24.8667493,90.6777216
LRP035,34.325,Km Post,Netrokona 6 km,24.8680271,90.6794438
LRP035a,34.935,Rail Road Crossing,Rail Road Crossing,24.8697493,90.6849719
LRP036,35.356,Km Post,Netrokona 5 km,24.8690827,90.6890274
LRP036a,35.642,Culvert,Box Culvert,24.8684716,90.6917497
LRP037,36.36,Km Post,Netrokona 4 km,24.8676938,90.6986941
LRP038,37.368,Km Post,Netrokona 3 km,24.8693049,90.7076667
LRP039,38.372,Km Post,Netrokona 2 km,24.8720549,90.7169993
LRP039a,38.825,Culvert,Box Culvert,24.8749438,90.7201382
LRP040,39.372,Km Post,Km post missing,24.8744993,90.7254993
LRP040a,39.741,"Side Road, Right","Z3701, Netrokona - Khaliajuri road",24.8734438,90.7290271
LRP040b,39.749,Bridge,Bridge start,24.8738604,90.7290549
LRP040c,39.826,Bridge,Bridge end,24.8744993,90.7293327
LRP041,40.372,Km Post,Km post missing,24.8857497,90.7351386
LRP041a,41.04,"Side Road, Left","Z3707, Netrokona- Dhubaura road",24.8848886,90.7323882
LRP042,41.342,Km Post,Km post missing,24.8857497,90.7351386
LRP042a,41.365,Culvert,Slab Culvert,24.8848886,90.7335274
LRP042b,41.512,Culvert,Box Culvert,24.8859163,90.7354719
LRP042c,42.294,Bridge,Bridge start,24.8926386,90.7388886
LRP042d,42.334,Bridge,Bridge end,24.8929719,90.7389163
LRP042e,42.422,"Side Road, Left","Z3709, Netrokona - Birisiri road",24.8936941,90.7392219
LRP043,42.452,Km Post,Netrokona 3 km,24.893833,90.7394441
LRP044,43.41,Km Post,Netrokona 2 km,24.8976663,90.7477774
LRP044a,43.645,Culvert,Pipe Culvert,24.8986941,90.7498608
LRP044b,43.675,Culvert,Box Culvert,24.8988052,90.7500833
LRP044c,44.278,Bridge,Bridge start,24.9012778,90.7553889
LRP044d,44.298,Bridge,Bridge end,24.9013333,90.7555833
LRP045,44.437,Km Post,Km post broken,24.9016111,90.7569167
LRP045a,45.168,Culvert,Pipe Culvert,24.9036111,90.7637778
LRP046,45.431,Km Post,Netrokona 4 km,24.9050278,90.7659167
LRP046a,46.381,Rail Road Crossing,Rail road crossing,24.9082778,90.7746104
LRP047,46.432,Km Post,Netrokona 5 km,24.9084444,90.7750549
LRP047a,47.204,Culvert,Box Culvert,24.9095556,90.7750549
LRP048,47.437,Km Post,Netrokona 6 km,24.9100833,90.7847774
LRP049,48.451,Km Post,Netrokona 7km,24.9109722,90.7946663
LRP049a,48.541,Culvert,Pipe Culvert,24.9107222,90.7954441
LRP050,49.44,Km Post,Netrokona 8km,24.90825,90.8038889
LRP050a,50.259,Culvert,Pipe Culvert,24.9066389,90.81175
LRP051,50.458,Km Post,Netrokona 9 km,24.9070278,90.8136111
LRP051a,50.574,Culvert,Pipe Culvert,24.9072778,90.8146944
LRP051b,50.581,Culvert,Pipe Culvert,24.9072778,90.8147778
LRP052,51.458,Km Post,Km post missing,24.9091944,90.8232216
LRP052a,51.791,Bridge,Bridge start,24.9104444,90.8262216
LRP052b,51.905,Bridge,Bridge end,24.9109444,90.827166
LRP052c,51.942,"Side Road, Right","Z3703, Netrokona- Kamlakanda road",24.9110556,90.8274716
LRP052d,52.061,Rail Road Crossing,Rail Road Crossing,24.91075,90.8285271
LRP053,52.455,Km Post,Netrokona 10 km,24.9100278,90.831916
LRP054,53.451,Km Post,Netrokona 11 km,24.9082222,90.841583
LRP054a,53.529,Rail Road Crossing,Rail road Crossing,24.9081111,90.8426386
LRP054b,53.669,Culvert,Box Culvert,24.9077778,90.8439441
LRP054c,54.363,Culvert,Box Culvert,24.9065278,90.8506944
LRP055,54.421,Km Post,Netrokona 12 km,24.9064167,90.85125
LRP055a,54.87,Culvert,Pipe Culvert,24.9059722,90.8540278
LRP055b,55.271,Culvert,Box Culvert,24.9049722,90.8595
LRP056,55.375,Km Post,Netrokona 13 km,24.9048056,90.8604722
LRP056a,55.623,Culvert,Slab Culvert,24.9043889,90.8629167
LRP056b,56.362,Culvert,Box Culvert,24.9030833,90.8699716
LRP057,56.375,Km Post,Netrokona 14 km,24.9030556,90.870166
LRP058,57.375,Km Post,Netrokona 15 km,24.9000556,90.8793604
LRP059,58.375,Km Post,Netrokona 16 km,24.8974997,90.8888608
LRP059a,59.169,Rail Road Crossing,Rail Road crossing,24.8932774,90.8949997
LRP060,59.375,Km Post,Netrokona 17 km,24.8919997,90.8964441
LRP060a,59.49,Culvert,Box Culvert,24.8913052,90.8972497
LRP060b,60.063,Culvert,Box Culvert,24.8891663,90.9021944
LRP061,60.375,Km Post,Km post missing,24.8908886,90.9050833
LRP061a,60.785,Culvert,Box Culvert,24.884333,90.9088889
LRP061b,60.977,Culvert,Box Culvert,24.8868608,90.91075
LRP061c,61.133,Rail Road Crossing,Rail Road crossing,24.8866941,90.9122222
LRP061d,61.361,Culvert,Box Culvert,24.8861386,90.9143333
LRP062,61.466,Km Post,Info Missing,24.8856941,90.9152778
LRP062a,62.078,Culvert,Box Culvert,24.8831382,90.9206104
LRP063,62.466,Km Post,Info missing,24.8815827,90.9240549
LRP063a,62.739,Culvert,Pipe Culvert,24.8804716,90.9264438
LRP063b,63.06,Culvert,Box Culvert,24.8788882,90.9290549
LRP064,63.495,Km Post,Info missing,24.8772771,90.932916
LRP064a,63.895,Culvert,Box Culvert,24.8753882,90.9362774
LRP064b,64.362,Culvert,Box Culvert,24.8729438,90.9399719
LRP065,64.495,Km Post,Km post missing,24.8718049,90.940333
LRP065a,65.146,Culvert,Box Culvert,24.868416,90.945333
LRP066,65.495,Km Post,Km post missing,24.8677216,90.9487774
LRP066a,65.834,Culvert,Box Culvert,24.8673882,90.9520278
LRP066b,66.285,Culvert,Box Culvert,24.8678882,90.9559722
LRP067,66.495,Km Post,Km post missing,24.867916,90.9574444
LRP067a,66.751,Culvert,Box Culvert,24.868416,90.9596944
LRP067b,67.32,Culvert,Box Culvert,24.8700827,90.9649722
LRP068,67.495,Km Post,Km post missing,24.8704993,90.9665833
LRP068a,67.679,Culvert,Box Culvert,24.8709438,90.9683604
LRP068b,68.087,Bridge,Bridge start,24.8718882,90.9722493
LRP068c,68.098,Bridge,Bridge end,24.8718604,90.9723327
LRP068d,68.256,Culvert,Box Culvert,24.8717216,90.9737216
LRP068e,68.3,Rail Road Crossing,Rail Road Crossing,24.8714438,90.9739993
LRP069,68.495,Km Post,Km post missing,24.8720549,90.9753882
LRP069a,68.599,Culvert,Box Culvert,24.8717771,90.976166
LRP069b,68.996,Culvert,Box Culvert,24.8727216,90.9797216
LRP069c,69.044,Culvert,Slab Culvert,24.8730271,90.9801382
LRP070,69.495,Km Post,Km post missing,24.8763882,90.980666
LRP071,70.495,Km Post,Km post missing,24.8841941,90.9846386
LRP071a,70.562,Culvert,Box Culvert,24.8842774,90.9853052
LRP072,71.495,Km Post,Km post missing,24.8886108,90.992833
LRP072a,71.52,Culvert,Box Culvert,24.8886386,90.993083
LRP073,72.495,Km Post,Km post missing,24.8896663,91.0024444
LRP074,73.495,Km Post,Km post missing,24.8931386,91.0109444
LRP074a,73.513,Culvert,Pipe Culvert,24.8932497,91.0111389
LRP074b,73.875,Bridge,Bridge start /Start of Sunamganj Road Division,24.8956663,91.0124722
LRP074b,73.875,Bridge,Bridge start /Start of Sunamganj Road Division,24.8956663,91.0124722
LRP074c,73.985,Bridge,Bridge End,24.8964719,91.0118333
LRP074d,74.046,Culvert,Box Culvert,24.8969441,91.0115
LRP074e,74.181,Culvert,Pipe Culvert,24.898083,91.0115
LRP075,74.495,Km Post,Km post missing,24.9005278,91.0105556
LRP075a,74.743,Bridge,Bridge start,24.9022222,91.0112222
LRP075b,74.777,Bridge,Bridge end,24.9022222,91.0114167
LRP075c,75.041,Culvert,Box Culvert,24.9028056,91.0137778
LRP075d,75.095,Culvert,Box Culvert,24.90275,91.0142778
LRP075e,75.233,"Side Road, Left",Dharmapash- Madaynogar road Z2805,24.9010278,91.0100556
LRP075f,75.333,Culvert,Box Culvert,24.9023611,91.0166111
LRP076,75.495,Km Post,Km post missing,24.9020556,91.018166
LRP076a,75.768,Culvert,Box Culvert,24.9010278,91.0205271
LRP076b,75.994,Culvert,Box Culvert,24.9009722,91.0243882
LRP077,76.095,Km Post,Joyasree 10 km,24.9018611,91.0270549
LRP077a,76.584,Bridge,Bridge start,24.9021667,91.0278327
LRP077b,76.6,Bridge,Bridge end,24.9022222,91.0279438
LRP078,76.997,Km Post,Joyasree 9 km,24.9035,91.0315549
