road,chainage,lrp,lat,lon,gap,type,name,length
Z5025,37.426,LRP038a,25.6648889,88.9166389,,Culvert,Box culvert,66.126
Z5025,37.456,LRP038b,25.6648889,88.91625,,RoundAbout,Round About Left  Z 5026,66.126
Z5025,37.896,LRP039,25.6676104,88.9141111,,KmPost,Info Missing,66.126
Z5025,37.946,LRP039a,25.6676104,88.9135556,,CrossRoad,"Left Z5857, Right Z5011",66.126
Z5025,38.113,LRP039b,25.6679438,88.912,,RailRoadCrossing,Parbotipur Locomative rail,66.126
Z5025,38.167,LRP039c,25.6675271,88.9115,,RailRoadCrossing,Saidpur- Parbotipur rail,66.126
Z5025,38.286,LRP039d,25.6680271,88.9105278,,Culvert,Masonry Culvert,66.126
Z5025,38.686,LRP039e,25.6646944,88.9095278,,Culvert,Masonry Culvert,66.126
Z5025,38.896,LRP040,25.6634722,88.9073056,,KmPost,Km post missing,66.126
Z5025,39.366,LRP040a,25.6630278,88.9027778,,Culvert,Box culvert,66.126
Z5025,39.56,LRP040b,25.6628333,88.9008056,,Culvert,Box culvert start,66.126
Z5025,39.57,LRP040c,25.6628056,88.9007222,,Culvert,Box culvert end,66.126
Z5025,39.842,LRP040d,25.6624167,88.898083,,Culvert,Box Culvert,66.126
Z5025,39.876,LRP041,25.6624167,88.8978886,,KmPost,Dinajpur 28 km,66.126
Z5025,40.221,LRP041a,25.6620556,88.8944441,,Culvert,Box culvert,66.126
Z5025,40.876,LRP042,25.6623056,88.887833,,KmPost,Chirirbandar 12 km,66.126
Z5025,40.986,LRP042a,25.6623333,88.8867219,,Culvert,Box culvert,66.126
Z5025,41.552,LRP042b,25.6622222,88.8811104,BS,Bridge,R.C.C Bridge Start,66.126
Z5025,41.572,LRP042c,25.6621944,88.880916,BE,Bridge,R.C.C Bridge End,66.126
Z5025,41.876,LRP043,25.6621667,88.8782216,,KmPost,Dinajpur 23 km,66.126
Z5025,42.32,LRP043a,25.6623333,88.8738604,,Culvert,Box culvert,66.126
Z5025,42.876,LRP044,25.6633611,88.8684716,,KmPost,Chiribandar 10 km,66.126
Z5025,43.276,LRP044a,25.6637222,88.8645,,Culvert,Masonry Culvert,66.126
Z5025,43.876,LRP045,25.6633333,88.8585833,,KmPost,Dinajpur 24 km,66.126
Z5025,44.034,LRP045a,25.6633611,88.8567778,,Culvert,Masonry culvert,66.126
Z5025,44.876,LRP046,25.66225,88.8489163,,KmPost,Chiribander 8 km,66.126
Z5025,45.546,LRP046a,25.6605278,88.8427774,BS,Bridge,R.C.C bridge Start,66.126
Z5025,45.596,LRP046b,25.6605278,88.8423886,BE,Bridge,R.C.C Bridge End,66.126
Z5025,45.876,LRP047,25.6613889,88.8398608,,KmPost,Dinajpur 22 km,66.126
Z5025,46.876,LRP048,25.66325,88.8299993,,KmPost,Chirirbandar 6 km,66.126
Z5025,47.846,LRP049,25.6643889,88.820666,,KmPost,Dinajpur 20 km,66.126
Z5025,48.206,LRP049a,25.6648333,88.817166,,Culvert,Masonry  culvert,66.126
Z5025,48.766,LRP049b,25.6650556,88.8116667,,Culvert,Masonry culvert,66.126
Z5025,48.846,LRP050,25.6650278,88.8106667,,KmPost,Chiribander 4 km,66.126
Z5025,49.226,LRP050a,25.6642222,88.8070556,BS,Bridge,R C C  Bridge start,66.126
Z5025,49.228,LRP050b,25.6641667,88.8069167,BE,Bridge,R C C Bridge end,66.126
Z5025,49.846,LRP051,25.6629444,88.8012222,,KmPost,Dinajpur 18 km,66.126
Z5025,50.352,LRP051a,25.6617778,88.7963608,,Culvert,Masonry culvert,66.126
Z5025,50.846,LRP052,25.6610278,88.7916108,,KmPost,Chirirbander 2 km,66.126
Z5025,51.469,LRP052a,25.66,88.7852774,BS,Bridge,R.C.C Bridge Start,66.126
Z5025,51.494,LRP052b,25.6599444,88.7853052,BE,Bridge,R.C.C Bridge End,66.126
Z5025,51.846,LRP053,25.6586389,88.7820827,,KmPost,Dinajpur 16 km,66.126
Z5025,52.271,LRP053a,25.65775,88.7780549,,Culvert,Box culvert,66.126
Z5025,52.61,LRP053b,25.6574167,88.7743604,,"SideRoad,Left","Z-5804, Amtali road",66.126
Z5025,52.846,LRP054,25.6574444,88.7723049,,KmPost,Dinajpur 15 km,66.126
Z5025,53.836,LRP055,25.6545556,88.7640556,,KmPost,Dinajpur 14  km,66.126
Z5025,53.848,LRP055a,25.6544444,88.764,,Culvert,Box culvert,66.126
Z5025,54.241,LRP055b,25.6523889,88.7610278,BS,Bridge,Baily Bridge Start,66.126
Z5025,54.39,LRP055c,25.652,88.7596111,BE,Bridge,Baily bridge End,66.126
Z5025,54.826,LRP056,25.65,88.7561667,,KmPost,Dinajpur 13 km,66.126
Z5025,55.576,LRP056a,25.6475552,88.7491663,,Culvert,R.C.C Culvert,66.126
Z5025,55.826,LRP057,25.6472219,88.7467497,,KmPost,Dinajpur 12 km,66.126
Z5025,56.026,LRP057a,25.6469441,88.744333,,Culvert,Cross Drain,66.126
Z5025,56.826,LRP058,25.6459441,88.7368886,,KmPost,Dinajpur 11 km,66.126
Z5025,57.826,LRP059,25.6456108,88.7269716,,KmPost,Dinajpur 10 km,66.126
Z5025,58.104,LRP059a,25.6454441,88.7242493,,Culvert,Box culvert,66.126
Z5025,58.576,LRP059b,25.6451941,88.7194993,,Culvert,Box culvert Start,66.126
Z5025,58.591,LRP059c,25.6452219,88.7194716,,Culvert,Box Culvert end,66.126
Z5025,58.826,LRP060,25.6445552,88.7171938,,KmPost,Dinajpur 9 km,66.126
Z5025,59.266,LRP060a,25.643461066666664,88.7130504247619,BS,Bridge,Baily bridge Start,66.126
Z5025,59.351,LRP060b,25.6432497,88.71225,BE,Bridge,Baily Bridge End,66.126
Z5025,59.926,LRP061,25.6425552,88.70775,,KmPost,Dinajpur 8 km,66.126
Z5025,60.926,LRP062,25.6428886,88.6978052,,KmPost,Dinajpur 7 km,66.126
Z5025,61.471,LRP062a,25.6433052,88.692333,,Culvert,R.C.C Culvert,66.126
Z5025,61.926,LRP063,25.6426108,88.6879441,,KmPost,Km post missing,66.126
Z5025,62.216,LRP063a,25.6421386,88.685083,,Culvert,Box culvert,66.126
Z5025,62.714,LRP063b,25.6416941,88.680166,,Culvert,Box culvert,66.126
Z5025,62.926,LRP064,25.6415274,88.6776104,,KmPost,Km post missing,66.126
Z5025,63.689,LRP064a,25.6391941,88.6707771,BS,Bridge,Baily bridge Start,66.126
Z5025,63.756,LRP064b,25.6388608,88.6702493,BE,Bridge,Baily bridge End,66.126
Z5025,63.926,LRP065,25.6382219,88.6691382,,KmPost,Km post missing,66.126
Z5025,64.926,LRP066,25.6333886,88.6606389,,KmPost,Km post missing,66.126
Z5025,65.179,LRP066a,25.6322493,88.6583889,,Culvert,Box culvert,66.126
Z5025,65.346,LRP066b,25.6319438,88.6568056,,Culvert,Masonry  culvert,66.126
Z5025,65.746,LRP066c,25.6318327,88.6528611,,Culvert,R.C.C Culvert,66.126
Z5025,65.926,LRP067,25.6319993,88.6506944,,KmPost,Km post missing,66.126
Z5025,66.126,LRPE,25.6323882,88.6491663,,Others,"End at Moharaja more & Intersection at R 586 & Z 5025 Balubari chowrasta, Dinajpur.",66.126
Z5035,0.0,LRPS,25.0130278,89.3689993,,Others,"Start od road from N5 at Charmatar more,Mokamtala,Bogra.",41.3
Z5035,0.51,LRPSa,25.0133333,89.3738882,,Culvert,Box culvert,41.3
Z5035,1.03,LRP001,25.0141389,89.3786104,,KmPost,Sonatala 15 km,41.3
Z5035,1.485,LRP001a,25.0148056,89.3829716,,Culvert,Box culvert,41.3
Z5035,1.931,LRP001b,25.0143611,89.3874163,,Culvert,Box culvert (3 Vent),41.3
Z5035,1.954,LRP001c,25.0143889,89.387583,,Culvert,Box culvert (3 Vent),41.3
Z5035,2.03,LRP002,25.014,89.3881663,,KmPost,Km post missing,41.3
Z5035,2.255,LRP002a,25.0127222,89.389833,,Culvert,Box culvert,41.3
Z5035,3.03,LRP003,25.01575,89.3962497,,KmPost,Km post missing,41.3
Z5035,3.164,LRP003a,25.0164444,89.3973052,,Culvert,Box culvert,41.3
Z5035,4.03,LRP004,25.0179438,89.4055278,,KmPost,Km post broken,41.3
Z5035,4.246,LRP004a,25.0175827,89.4076111,,Culvert,Box culvert,41.3
Z5035,4.516,LRP004b,25.0175827,89.4102778,,Culvert,Box culvert,41.3
Z5035,5.03,LRP005,25.0174716,89.4153889,,KmPost,Sonatala 11 km,41.3
Z5035,5.036,LRP005a,25.0174438,89.4154167,,Culvert,Box culvert,41.3
Z5035,5.076,LRP005b,25.0174716,89.4153333,,Culvert,Box Culvert,41.3
Z5035,6.03,LRP006,25.0199438,89.4248327,,KmPost,Km post missing,41.3
Z5035,6.164,LRP006a,25.0204716,89.4259993,,Culvert,Box culvert,41.3
Z5035,6.648,LRP006b,25.022416,89.4302493,,Culvert,Box culvert,41.3
Z5035,7.03,LRP007,25.0240271,89.4336386,,KmPost,Km post missing,41.3
Z5035,7.487,LRP007a,25.0256382,89.4377497,,Culvert,Box culvert,41.3
Z5035,8.03,LRP008,25.0259716,89.4431386,,KmPost,Km post missing,41.3
Z5035,8.041,LRP008a,25.0259438,89.4432497,,Culvert,Box culvert(3 Vent),41.3
Z5035,8.064,LRP008b,25.0258882,89.4434997,,Culvert,Box culvert (3 Vent),41.3
Z5035,8.802,LRP008c,25.0265549,89.4506944,,Culvert,Box culvert,41.3
Z5035,9.03,LRP009,25.0272771,89.4525833,,KmPost,Sonatala 7 km,41.3
Z5035,9.138,LRP009a,25.0276938,89.4537778,,Culvert,Box culvert,41.3
Z5035,9.714,LRP009b,25.0281938,89.4592222,,Culvert,Box culvert,41.3
Z5035,10.03,LRP010,25.0282771,89.4623889,,KmPost,Km post missing,41.3
Z5035,10.771,LRP010a,25.0305271,89.4677771,,Culvert,Box culvert,41.3
Z5035,11.03,LRP011,25.0326938,89.4686104,,KmPost,Km post broken,41.3
Z5035,11.09,LRP011a,25.0330827,89.4689993,,Culvert,Pipe culvert,41.3
Z5035,11.35,LRP011b,25.0350552,89.470416,,Culvert,Box Culvert,41.3
Z5035,12.03,LRP012,25.0400274,89.4732771,,KmPost,Sonatala 3 km,41.3
Z5035,12.193,LRP012a,25.0418052,89.4737216,,Culvert,Box culvert,41.3
Z5035,13.03,LRP013,25.0433052,89.479916,BS,KmPost,Start of bridge,41.3
Z5035,13.122,LRP013a,25.0433886,89.4808049,BE,Bridge,End of bridge,41.3
Z5035,13.683,LRP013b,25.0439163,89.4862774,BS,Bridge,Start of bridge,41.3
Z5035,13.713,LRP013c,25.0439719,89.4866386,BE,Bridge,End of bridge,41.3
Z5035,14.03,LRP014,25.0442774,89.4896663,,KmPost,Km post missing,41.3
Z5035,14.802,LRP014a,25.0444719,89.4971108,,RailRoadCrossing,Bogra Rail,41.3
Z5035,15.03,LRP015,25.0431386,89.4989997,,KmPost,Information missing,41.3
Z5035,15.975,LRP015a,25.036583,89.5017778,,Culvert,Box culvert,41.3
Z5035,16.03,LRP016,25.0365552,89.5022222,,KmPost,Km post missing,41.3
Z5035,16.662,LRP016a,25.0343608,89.5074722,BS,Bridge,Start of bridge,41.3
Z5035,16.698,LRP016b,25.0341663,89.50775,BE,Bridge,End of bridge,41.3
Z5035,17.015,LRP016c,25.0339997,89.5107222,,Culvert,Box culvert,41.3
Z5035,17.03,LRP017,25.0341386,89.5109444,,KmPost,Km post missing,41.3
Z5035,18.03,LRP018,25.0336386,89.5193882,,KmPost,Km post missing,41.3
Z5035,18.06,LRP018a,25.0336386,89.5195549,BS,Bridge,Baily bridge start,41.3
Z5035,18.065,LRP018b,25.0336108,89.5199438,BE,Bridge,Baily bridge end,41.3
Z5035,18.558,LRP018c,25.0320271,89.5241104,BS,Bridge,Baily bridge start,41.3
Z5035,18.855,LRP018d,25.0323882,89.5269716,BE,Bridge,Baily bridge end,41.3
Z5035,18.95,LRP018e,25.0324438,89.5279438,,"Turnoff,Right",Turn off Right,41.3
Z5035,19.03,LRP019,25.0317216,89.5279438,,KmPost,Km post missing,41.3
Z5035,20.03,LRP020,25.0231938,89.5296104,,KmPost,Km post missing,41.3
Z5035,20.52,LRP021,25.0192493,89.5288049,,KmPost,Information missing,41.3
Z5035,21.52,LRP022,25.011773528571428,89.53186855714286,,KmPost,Information missing,41.3
Z5035,22.27,LRP023,25.0061667,89.5341663,,KmPost,Information missing,41.3
Z5035,22.425,LRP023a,25.0059722,89.535583,,Culvert,Box culvert,41.3
Z5035,22.773,LRP023b,25.0057222,89.5390274,,Culvert,Box Culvert,41.3
Z5035,23.077,LRP023c,25.0064722,89.5421941,,Culvert,Box Culvert,41.3
Z5035,23.156,LRP023d,25.0066111,89.5429441,,Culvert,Box culvert,41.3
Z5035,23.225,LRP024,25.0064444,89.5436108,,KmPost,Tekaribnad 02 km,41.3
Z5035,23.372,LRP024a,25.0058611,89.5448886,BS,Bridge,Start of Bridge,41.3
Z5035,23.403,LRP024b,25.0057778,89.5451941,BE,Bridge,End of Bridge,41.3
Z5035,24.225,LRP025,25.0086389,89.5513056,,KmPost,Km post missing,41.3
Z5035,24.464,LRP025a,25.0100556,89.5535833,,Culvert,Box Culvert,41.3
Z5035,25.225,LRP026,25.0085,89.5571667,,KmPost,Km post missing,41.3
Z5035,26.225,LRP027,24.9996663,89.5589167,,KmPost,Km post missing,41.3
Z5035,27.225,LRP028,24.990833,89.5600278,,KmPost,Km post missing,41.3
Z5035,28.225,LRP029,24.9834719,89.55925,,KmPost,Km post missing,41.3
Z5035,29.225,LRP030,24.9758882,89.558,,KmPost,Km post missing,41.3
Z5035,30.225,LRP031,24.9695271,89.5521944,,KmPost,Km post missing,41.3
Z5035,31.225,LRP032,24.9610556,89.5539444,,KmPost,Km post missing,41.3
Z5035,32.225,LRP033,24.952,89.5545833,,KmPost,Km post missing,41.3
Z5035,33.245,LRP034,24.9424719,89.5577222,,KmPost,Information  missing,41.3
Z5035,35.245,LRP035,24.9312216,89.568416,,KmPost,Km post missing,41.3
Z5035,36.245,LRP036,24.9234438,89.5723882,,KmPost,Km post missing,41.3
Z5035,37.016,LRP036a,24.9166980126,89.5726238176,,Others,Sluice gate,41.3
Z5035,37.245,LRP037,24.9146944,89.5726938,,KmPost,Km post missing,41.3
Z5035,38.23,LRP038,24.9048889,89.5749993,,KmPost,Km post broken,41.3
Z5035,39.23,LRP039,24.8946108,89.5729716,,KmPost / KmPost,Km post missing / Km post missing,41.3
Z5035,41.23,LRP041,24.8884441,89.5764993,,KmPost,Km post missing,41.3
Z5035,41.3,LRPE,24.8865274,89.5745549,,Others,"End at Sariakandi and meet with Z 5032,Bogra.",41.3
Z5039,0.0,LRPS,24.8805271,89.3526389,,Others,"Start of road from N5 Jhapgari,Baropur more,Bogra.",30.65
Z5039,0.03,LRP001,24.8806938,89.3525833,,KmPost,Info missing,30.65
Z5039,0.355,LRP001a,24.8834997,89.3513889,,Culvert,Box Culvert,30.65
Z5039,1.015,LRP002,24.8892497,89.3498886,,KmPost,Info missing,30.65
Z5039,1.079,LRP002a,24.8897497,89.3497497,,Culvert,Box Culvert,30.65
Z5039,1.805,LRP002b,24.8928052,89.3450274,,Culvert,Box Culvert,30.65
Z5039,2.015,LRP003,24.8982219,89.344583,,KmPost,Km post missing,30.65
Z5039,2.613,LRP003a,24.8999163,89.3436386,,Culvert,Box Culvert,30.65
Z5039,3.03,LRP003b,24.9005,89.3397497,,Culvert,Box Culvert,30.65
Z5039,3.113,LRP004,24.90075,89.3390274,,KmPost,Info missing,30.65
Z5039,3.746,LRP004a,24.9028611,89.3333886,,Culvert,Slab Culvert,30.65
Z5039,4.054,LRP004b,24.9048611,89.3313049,,Culvert,Slab Culvert,30.65
Z5039,4.113,LRP005,24.9051389,89.3308049,,KmPost,Km post missing,30.65
Z5039,4.315,LRP005a,24.9063611,89.3292771,,Culvert,Slab culvert,30.65
Z5039,4.688,LRP005b,24.909,89.3271382,,Culvert,Box Culvert,30.65
Z5039,5.06,LRP006,24.9116111,89.3260549,,KmPost,Inf missing,30.65
Z5039,5.097,LRP006a,24.9119167,89.3258049,,Culvert,Box Culvert,30.65
Z5039,5.234,LRP006b,24.9128611,89.324916,,Culvert,Slab Culvert,30.65
Z5039,6.045,LRP006c,24.9196104,89.322416,,Culvert,Box Culvert,30.65
Z5039,6.06,LRP007,24.9206104,89.3224993,,KmPost,Km post missing,30.65
Z5039,7.06,LRP008,24.9295827,89.3215549,,KmPost,Km post missing,30.65
Z5039,8.03,LRP009,24.9356108,89.3176382,,KmPost,Info missing,30.65
Z5039,8.3,LRP009a,24.9380274,89.3174993,,Culvert,Sluice Gate,30.65
Z5039,8.885,LRP009b,24.940833,89.3133333,,Culvert,Box Culvert,30.65
Z5039,9.03,LRP010,24.941458949324325,89.31207461672297,,KmPost,Km post missing,30.65
Z5039,9.477,LRP010a,24.9433886,89.3081944,,Culvert,Box Culvert,30.65
Z5039,10.03,LRP011,24.9453608,89.3030278,,KmPost,Km post missing,30.65
Z5039,10.175,LRP011a,24.9456108,89.3018056,,Culvert,Box Culvert,30.65
Z5039,10.67,LRP012,24.9471941,89.2973052,,KmPost,Info missing,30.65
Z5039,11.48,LRP012a,24.9490552,89.2901108,,Culvert,Box Culvert,30.65
Z5039,11.54,LRP013,24.9493052,89.2897774,,KmPost,Info missing,30.65
Z5039,11.67,LRP013a,24.9500556,89.2887219,,Culvert,Box Culvert,30.65
Z5039,12.35,LRP014,24.9521667,89.2827493,,KmPost,Info missing,30.65
Z5039,12.998,LRP014a,24.9560556,89.2779438,,Culvert,Slab Culvert,30.65
Z5039,13.11,LRP015,24.9567778,89.2772771,,KmPost,Info missing,30.65
Z5039,13.815,LRP015a,24.9589167,89.2706104,BS,Bridge,Bridge start,30.65
Z5039,13.855,LRP015b,24.9592222,89.2703604,BE,Bridge,Bridge end,30.65
Z5039,14.11,LRP016,24.9604444,89.2689438,,KmPost,Km post missing,30.65
Z5039,14.79,LRP017,24.9639444,89.2628889,,KmPost,Kahtara 1.40 km,30.65
Z5039,14.835,LRP017a,24.9641389,89.2625833,,Culvert,Box Culvert,30.65
Z5039,14.96,LRP017b,24.9647222,89.2615,,Culvert,Box Culvert,30.65
Z5039,15.363,LRP017c,24.9665556,89.2579167,,Culvert,Box Culvert,30.65
Z5039,15.575,LRP017d,24.9674716,89.2561389,,Culvert,Box Culvert,30.65
Z5039,15.76,LRP018,24.9682771,89.2545556,,KmPost,Kantara 0.40 km,30.65
Z5039,15.786,LRP018a,24.9683604,89.2543611,,Culvert,Slab Culvert,30.65
Z5039,16.041,LRP018b,24.9687771,89.2518333,,Culvert,Box Culvert,30.65
Z5039,16.055,LRP018c,24.9687771,89.2516944,,Culvert,Box Culvert,30.65
Z5039,16.39,LRP018d,24.9692493,89.2483886,,Culvert,Box Culvert,30.65
Z5039,16.86,LRP019,24.9698327,89.243833,,KmPost,Info missing,30.65
Z5039,17.0,LRP019a,24.9700549,89.2425274,,Culvert,Slab culvert,30.65
Z5039,17.31,LRP019b,24.9706104,89.2394163,,Culvert,Box Culvert,30.65
Z5039,17.43,LRP019c,24.9709438,89.238333,,Culvert,Box Culvert,30.65
Z5039,17.68,LRP019d,24.9719716,89.2357219,,Culvert,Box Culvert,30.65
Z5039,17.79,LRP019e,24.9722493,89.2350552,,Culvert,Box Culvert,30.65
Z5039,17.82,LRP020,24.9723049,89.2347774,,KmPost,Charbakra 5 km,30.65
Z5039,18.405,LRP020a,24.9748604,89.2291382,,Culvert,Slab Culvert,30.65
Z5039,18.755,LRP021,24.9753604,89.2258604,,KmPost,Charbakra 4 km,30.65
Z5039,18.79,LRP021a,24.9754438,89.2255271,,Culvert,Box Culvert,30.65
Z5039,19.255,LRP021b,24.9763604,89.2210549,,Culvert,Box Culvert,30.65
Z5039,19.735,LRP022,24.977666,89.2165278,,KmPost,Charbarkra 3 km,30.65
Z5039,19.755,LRP022a,24.9777216,89.2163056,,Culvert,Box Culvert,30.65
Z5039,20.125,LRP022b,24.9785549,89.2127222,,Culvert,Box Culvert,30.65
Z5039,20.525,LRP022c,24.9797771,89.2089722,,Culvert,Box Culvert,30.65
Z5039,20.685,LRP023,24.980416,89.2076111,,KmPost,Charbakra 2 km,30.65
Z5039,20.815,LRP023a,24.9808604,89.2064722,,Culvert,Box Culvert,30.65
Z5039,21.37,LRP023b,24.9837219,89.2018611,,Culvert,Box Culvert,30.65
Z5039,21.478,LRP023c,24.9842774,89.2011667,,Culvert,Slab Culvert,30.65
Z5039,21.745,LRP024,24.9856941,89.1990274,,KmPost,Charbakra 1 km,30.65
Z5039,22.01,LRP024a,24.9871663,89.1969441,,Culvert,Box Culvert,30.65
Z5039,22.56,LRP024b,24.9904997,89.1926386,,Culvert,Box Culvert,30.65
Z5039,22.691,LRP024c,24.9912774,89.1916941,BS,Bridge,Bridge start,30.65
Z5039,22.725,LRP024d,24.9915552,89.1916663,BE,Bridge,Bridge end,30.65
Z5039,22.76,LRP024e,24.9918286375,89.19150831875,,Others / Others / KmPost / KmPost,End RHD Bogra/Start RHD Joypurhat / End RHD Bogra/Start RHD Joypurhat / Khetlal 10 km / Khetlal 10 km,30.65
Z5039,23.045,LRP025a,24.9940552,89.1902219,,Culvert,Box Culvert,30.65
Z5039,23.675,LRP026,24.9989719,89.1870274,,KmPost,Molamganj 1 km,30.65
Z5039,24.6,LRP026a,25.0054167,89.1814716,,Culvert,Box Culvert,30.65
Z5039,24.63,LRP027,25.0056111,89.1810271,,KmPost,Khetlal 8 km,30.65
Z5039,25.63,LRP028,25.0118889,89.1740271,,KmPost,Etakhola 5 km,30.65
Z5039,25.91,LRP028a,25.01325,89.171666,,Culvert,Slab Culvert,30.65
Z5039,26.66,LRP029,25.0171382,89.1654722,,KmPost,Khetlal 6 km,30.65
Z5039,27.05,LRP029a,25.0191382,89.1623333,,Culvert,Slab Culvert,30.65
Z5039,27.645,LRP030,25.0219438,89.1571389,,KmPost,Etakhola 3 km,30.65
Z5039,28.645,LRP031,25.024916,89.147833,,KmPost,Khetlal 4 km,30.65
Z5039,28.783,LRP031a,25.0250827,89.1464997,,Culvert,Box Culvert,30.65
Z5039,29.045,LRP031b,25.0253327,89.1438886,,Culvert,Box Culvert,30.65
Z5039,29.378,LRP031c,25.0259716,89.1407497,,Culvert,Box Culvert,30.65
Z5039,29.64,LRP031d,25.0265549,89.1382497,,Culvert,Box Culvert,30.65
Z5039,29.645,LRP032,25.0265549,89.1381386,,KmPost,Etakhola 1 km,30.65
Z5039,30.06,LRP032a,25.0282493,89.1345552,,Culvert,Slab Culvert,30.65
Z5039,30.336,LRP032b,25.0292493,89.1320827,,Culvert,Slab Culvert,30.65
Z5039,30.63,LRP033,25.0295827,89.129166,,KmPost,Khrtlal 2 km,30.65
Z5039,30.65,LRPE,25.0295549,89.1290827,,Others,"End at Etakhola Bus stand and Meet with Z5508,Khetlal,Joypurhat.",30.65
Z5046,0.0,LRPS,24.3250271,89.5624722,,Others,Start from N5 at Srikhola bus stand Ullahpara. Sirajganj.,25.65
Z5046,0.45,LRPSa,24.3268604,89.5585278,,Culvert,Box culvert,25.65
Z5046,0.98,LRPSb,24.3285827,89.5536944,,Bridge,Start of  Bridge,25.65
Z5046,1.0,LRP001,24.328666,89.5535556,,KmPost,Km post missiing,25.65
Z5046,1.02,LRP001a,24.3288049,89.5533611,,Bridge,End of Bridge,25.65
Z5046,1.78,LRP001b,24.3305827,89.546333,,Culvert,2 vent Box culvert,25.65
Z5046,2.0,LRP002,24.3313882,89.5444719,,KmPost,Km post missiing,25.65
Z5046,2.53,LRP002a,24.3341941,89.5403886,,Culvert,Box culvert,25.65
Z5046,2.85,LRP002b,24.3361386,89.5379441,BS,Bridge,Start of bridge,25.65
Z5046,2.91,LRP002c,24.3364441,89.5374719,BE,Bridge,End of Bridge,25.65
Z5046,3.0,LRP003,24.3369719,89.5367774,,KmPost,Km post missiing,25.65
Z5046,4.0,LRP004,24.340083,89.5295549,,KmPost,Km post missiing,25.65
Z5046,5.0,LRP005,24.3441663,89.5215827,,KmPost,Km post missiing,25.65
Z5046,5.29,LRP005a,24.3450274,89.5193049,,Culvert,Box culvert,25.65
Z5046,5.922,LRP005b,24.35025,89.517416,BS,Bridge,Start of Bridge,25.65
Z5046,5.98,LRP005c,24.3502222,89.5168327,BE,Bridge,End of Bridge,25.65
Z5046,6.0,LRP006,24.3501944,89.5159167,,KmPost,Km post missiing,25.65
Z5046,6.61,LRP006a,24.3514444,89.51125,,Culvert,Box culvert,25.65
Z5046,7.0,LRP007,24.3524444,89.5073889,,KmPost,Km post missiing,25.65
Z5046,8.0,LRP008,24.3558889,89.4974163,,KmPost,Km post missiing,25.65
Z5046,9.0,LRP009,24.3553056,89.4896108,,KmPost,Km post missiing,25.65
Z5046,9.61,LRP009a,24.3564167,89.4838052,,Culvert,Box culvert,25.65
Z5046,10.0,LRP010,24.3570556,89.4799438,,KmPost,Km post missiing,25.65
Z5046,10.16,LRP010a,24.35725,89.4785271,,Culvert,Box Culvert,25.65
Z5046,10.34,LRP010b,24.3575,89.4768604,BS,Bridge,Start of Bridge,25.65
Z5046,10.38,LRP010c,24.3575833,89.4764716,BE,Bridge,End of Bridge,25.65
Z5046,11.0,LRP011,24.3586111,89.4706938,,KmPost,Km post missiing,25.65
Z5046,11.367,LRP011a,24.359,89.4687216,,Culvert,Box culvert,25.65
Z5046,11.953,LRP011b,24.36,89.4646944,,Culvert,2 vent Box Culvert,25.65
Z5046,12.0,LRP012,24.3596667,89.4614722,,KmPost,Km post missiing,25.65
Z5046,12.22,LRP012a,24.3590278,89.4598333,BS,Bridge,Start of Bridge,25.65
Z5046,12.27,LRP012b,24.3586389,89.4595556,BE,Bridge,End of Bridge,25.65
Z5046,13.0,LRP013,24.3568056,89.45325,,KmPost / Others,Km post missing / Start Earth Road,25.65
Z5046,13.41,LRP013b,24.3568056,89.4493052,,Culvert,2 Vent Box Culvert,25.65
Z5046,13.46,LRP013c,24.3568333,89.448833,BS,Bridge,Start of bridge,25.65
Z5046,13.56,LRP013d,24.3576944,89.4483052,BE,Bridge,End of Bridge,25.65
Z5046,14.0,LRP014,24.3609722,89.4448052,,KmPost,Km post missiing,25.65
Z5046,14.31,LRP014a,24.3624722,89.4414997,,Others,End of earth road,25.65
Z5046,15.0,LRP015,24.3644444,89.4364997,,KmPost,Km post missing,25.65
Z5046,15.06,LRP015a,24.3644722,89.4362497,BS,Bridge,Start of bridge,25.65
Z5046,15.11,LRP015b,24.3645833,89.4357497,BE,Bridge,End of bridge,25.65
Z5046,15.86,LRP015c,24.3666111,89.4287493,BS,Bridge,Start of Bridge,25.65
Z5046,15.91,LRP015d,24.3667216,89.4284438,BE,Bridge,End of Bridge,25.65
Z5046,16.0,LRP016,24.3671938,89.4278604,,KmPost,Km post missing,25.65
Z5046,17.0,LRP017,24.3726382,89.4199993,,KmPost,Km post missing,25.65
Z5046,17.64,LRP017a,24.3760549,89.4151944,,Culvert,Box culvert,25.65
Z5046,18.0,LRP018,24.3791104,89.4120278,,KmPost,Km post missing,25.65
Z5046,18.12,LRP018a,24.379666,89.4123889,,CrossRoad,N 507,25.65
Z5046,18.52,LRP018b,24.3824993,89.4098056,,Culvert,Box Culvert,25.65
Z5046,19.0,LRP019,24.3856663,89.4066944,,KmPost,Km post missing,25.65
Z5046,19.33,LRP019a,24.3878886,89.4046111,,Culvert,Box culvert,25.65
Z5046,20.0,LRP020,24.393083,89.4016389,,KmPost,Km post missing,25.65
Z5046,20.17,LRP020a,24.3942219,89.4004722,BS,Bridge,Start of Bridge,25.65
Z5046,20.19,LRP020b,24.394333,89.4003056,BE,Bridge,End  of Bridge,25.65
Z5046,20.41,LRP020c,24.3950552,89.3984997,,Culvert,Box Culvert,25.65
